"BAD","LOAN","MORTDUE","VALUE","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","REASON_HomeImp","REASON_missing_value","REASON_DebtCon","JOB_Other","JOB_missing_value","JOB_Office","JOB_Sales","JOB_Mgr","JOB_ProfExe","JOB_Self"
0,9900,54961,70609,6,0,4,105.9346916,2,11,40.70254787,0,0,1,0,0,0,0,1,0,0
0,9900,26427,87134,20,0,0,244.36524652,0,11,25.003965494,1,0,0,0,0,0,0,0,1,0
1,9900,23767,39293,5,1,0,145.76577376,0,9,24.605128805,0,0,1,1,0,0,0,0,0,0
0,9900,31244,44138,14,0,0,60.634469798,1,9,31.688134282,1,0,0,0,0,0,0,1,0,0
0,9900,55342,72357,7,0,3,111.99885488,1,11,39.870340357,0,0,1,0,0,0,0,1,0,0
1,9900,59206,75690,6,0,2,288.39505854,1,19,30.776027864,1,0,0,0,0,1,0,0,0,0
0,9900,83821,124527,30,0,0,319.65197133,1,37,35.769425427,1,0,0,0,0,1,0,0,0,0
0,10000,63218,76500,5,2,3,183.66666667,3,30,33.7799153487211,0,0,1,0,0,1,0,0,0,0
1,10000,48300,74600,14,0,1,179.1,2,31,33.7799153487211,0,1,0,1,0,0,0,0,0,0
1,10000,34350,54146,3,0,0,144.42288892,0,18,31.539013395,0,0,1,1,0,0,0,0,0,0
0,10000,75976,91000,10.5,0,0,171.46666667,5,22,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10000,68807,76581,14,0,0,237.6478941,0,32,42.335573512,1,0,0,0,0,1,0,0,0,0
0,10000,73760.817199559,56475,9,2,0,309.26449746,2,12,34.487188041,1,0,0,1,0,0,0,0,0,0
0,10000,84580,118924,31,0,0,341.94497562,2,37,35.248897631,1,0,0,0,0,1,0,0,0,0
0,10000,73760.817199559,49266,8.9222681359045,0,0,179.766275186566,1,20,15.597290225,0,1,0,0,1,0,0,0,0,0
0,10000,59828,72489,18,0,0,157.24366245,1,11,31.626821934,0,0,1,0,1,0,0,0,0,0
1,10000,22000,41250,5,0,0,97.966666667,0,21,33.7799153487211,1,0,0,0,0,0,0,1,0,0
1,10000,86000,111000,6.5,0,1,91.966666667,3,17,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,26197,46600,9,0,0,165.96666667,2,9,33.7799153487211,1,0,0,0,0,0,0,0,1,0
1,10000,73760.817199559,25010,5,0,3,326.13333333,4,17,33.7799153487211,1,0,0,0,0,0,0,0,0,1
1,10000,20500,54600,15,0,0,160.33333333,2,11,33.7799153487211,1,0,0,0,0,0,0,0,0,1
1,10000,73760.817199559,101776.04874145,8.9222681359045,0,0,179.766275186566,1,20,33.7799153487211,1,0,0,1,0,0,0,0,0,0
1,10000,186000,225750,2,0,0,75.866666667,1,5,33.7799153487211,1,0,0,0,0,0,0,0,1,0
1,10000,28000,73250,2,0,0,28.966666667,4,12,33.7799153487211,1,0,0,1,0,0,0,0,0,0
1,10000,57238,101500,10,0,0,106.83333333,0,36,33.7799153487211,0,0,1,0,0,0,0,0,1,0
1,10000,31253,65450,21,0,0,172.03333333,0,16,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,27000,54300,0.3,0,1,91.133333333,0,6,33.7799153487211,1,0,0,1,0,0,0,0,0,0
1,10000,53297,74925,14,0,1,88.533333333,2,15,33.7799153487211,1,0,0,1,0,0,0,0,0,0
0,10000,7718,77750,8,0,0,261.8,0,14,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10000,63005,78500,3,0,0,171.76666667,1,35,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10000,87579,105000,13,0,0,209.96666667,3,16,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10000,73760.817199559,42497,6,0,0,165.43333333,1,9,33.7799153487211,1,0,0,0,0,0,0,1,0,0
0,10000,32000,59000,24,0,1,232.33333333,1,29,33.7799153487211,0,0,1,0,0,1,0,0,0,0
0,10000,31000,58240,8.9222681359045,0,0,179.766275186566,1,20,33.7799153487211,0,0,1,0,0,0,0,1,0,0
0,10000,71000,97875,8,0,0,165.71489362,0,34,33.7799153487211,1,0,0,0,0,0,0,0,1,0
0,10000,66000,89145,9,0,0,215.03333333,3,29,33.7799153487211,0,0,1,0,0,1,0,0,0,0
0,10000,59764,77870,7,0,0,136.9,0,35,33.7799153487211,0,0,1,0,0,0,1,0,0,0
0,10000,124000,192000,0,0,1,346.96666667,0,16,33.7799153487211,1,0,0,0,0,1,0,0,0,0
0,10000,80000,107900,12,0,2,176.53333333,0,28,33.7799153487211,1,0,0,0,0,0,0,0,1,0
0,10000,34767,51000,23,0,1,121.73333333,0,23,33.7799153487211,1,0,0,1,0,0,0,0,0,0
0,10000,73760.817199559,23400,28,0,0,206.96666667,1,5,33.7799153487211,1,0,0,0,1,0,0,0,0,0
0,10000,57068,72000,12,0,0,257.7,0,27,33.7799153487211,0,1,0,1,0,0,0,0,0,0
0,10000,22068,49600,0.9,0,0,247.56666667,0,11,33.7799153487211,1,0,0,1,0,0,0,0,0,0
0,10000,131589,156000,5,0,1,419.03333333,1,43,33.7799153487211,1,0,0,0,0,0,0,0,1,0
0,10000,147234,175300,6,0,0,192.76666667,1,56,33.7799153487211,1,0,0,0,0,1,0,0,0,0
0,10000,48041,76050,3,0,2,185.7,0,13,33.7799153487211,1,0,0,1,0,0,0,0,0,0
0,10000,78000,97400,1,0,0,72.033333333,1,20,33.7799153487211,1,0,0,0,0,0,0,0,1,0
0,10000,64320,102375,10,0,0,148.16666667,1,13,33.7799153487211,0,0,1,0,0,1,0,0,0,0
0,10000,96000,112200,16,1,0,258.73333333,0,16,33.7799153487211,0,1,0,0,0,1,0,0,0,0
0,10000,88777.5,112014,13,0,0,182.63333333,2,18,33.7799153487211,0,0,1,0,0,0,0,0,1,0
0,10000,10000,68250,20,0,2,398.8,1,12,33.7799153487211,0,0,1,0,0,0,0,0,1,0
1,10000,42300,101776.04874145,11,1,0,31.4,3,5,33.7799153487211,0,0,1,0,0,0,0,1,0,0
1,10000,5200,53095,5,3,3,234.33333333,3,17,33.7799153487211,1,0,0,1,0,0,0,0,0,0
1,10000,19225.53,35500,5,0,2,186,1,10,33.7799153487211,1,0,0,0,0,1,0,0,0,0
1,10000,62000,80000,5,0,1,97.4,4,30,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,41741,56000,3,0,0,20.233333333,2,6,33.7799153487211,0,0,1,0,0,1,0,0,0,0
1,10000,46946,65000,7.2,0,1,80.1,1,12,33.7799153487211,1,0,0,0,0,1,0,0,0,0
1,10000,75000,103600,17.6,0,0,171.43333333,0,24,33.7799153487211,1,0,0,0,0,0,0,1,0,0
1,10000,59929,101776.04874145,5,0,0,179.766275186566,1,20,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,99600,125500,8,0,0,80.1,3,21,33.7799153487211,0,0,1,0,0,1,0,0,0,0
1,10000,122800,151500,2,0,0,205.96666667,1,23,33.7799153487211,1,0,0,0,0,0,0,0,1,0
1,10000,49000,70000,8.9222681359045,0,3,190.73333333,1,12,33.7799153487211,1,0,0,1,0,0,0,0,0,0
1,10000,48840,58740,15,2,2,194.8,0,39,33.7799153487211,1,0,0,1,0,0,0,0,0,0
1,10000,13161,37700,8.9222681359045,3,0,79.1,2,9,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,84000,132965,30,0,0,325.63333333,1,24,33.7799153487211,0,0,1,0,0,0,1,0,0,0
1,10000,42321,53800,4,0,0,275.9,0,19,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,65000,80000,2,0,0,26.366666667,3,2,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,76700,97800,25,0,10,205.23333333,3,26,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,59543,86800,9,3,1,152.13333333,2,51,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,52410,54500,1,9,4,132.9,4,29,33.7799153487211,0,1,0,0,0,0,0,1,0,0
1,10000,50070,60670,5,2,0,15.233333333,0,1,33.7799153487211,1,0,0,1,0,0,0,0,0,0
1,10000,16288,48600,24,0,0,268.83333333,1,16,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,69727,90312,4.5,5,1,122.83333333,1,17,33.7799153487211,1,0,0,0,0,1,0,0,0,0
1,10000,73760.817199559,65088,3.5,4,5,205.06666667,2,39,33.7799153487211,1,0,0,0,0,0,0,1,0,0
1,10000,73760.817199559,79500,19,0,0,285.1,2,7,33.7799153487211,0,0,1,0,0,0,0,0,1,0
1,10000,73760.817199559,101776.04874145,15,2,2,108.93333333,3,31,33.7799153487211,0,1,0,1,0,0,0,0,0,0
1,10000,91000,110000,16,1,3,123.76666667,2,22,33.7799153487211,0,0,1,1,0,0,0,0,0,0
1,10000,66399,78000,0.9,0,0,112.6,0,15,33.7799153487211,0,1,0,0,0,0,0,0,1,0
1,10000,90700,123370,15,2,0,90.3,1,4,33.7799153487211,0,0,1,0,0,0,0,0,1,0
1,10000,34900,48000,3,0,0,288.16666667,1,3,33.7799153487211,1,0,0,1,0,0,0,0,0,0
0,10000,127319,194992,1,0,1,337.6899717,0,16,41.447505948,1,0,0,0,0,1,0,0,0,0
0,10000,48769,65328,4,0,1,104.69524068,3,12,39.049359218,0,0,1,0,0,1,0,0,0,0
0,10000,133879,157446,6,0,1,421.36287218,1,42,30.606998702,1,0,0,0,0,0,0,0,1,0
1,10000,36000,68800,13,0,0,118.66666667,6,15,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10000,64375,72418,14,0,0,207.61730644,3,31,38.867949083,0,0,1,0,0,0,0,0,1,0
0,10000,114643,130127,5,0,1,160.6678931,0,19,33.920044393,0,0,1,0,0,0,0,0,0,1
0,10000,73760.817199559,69502,8.9222681359045,0,0,179.766275186566,1,20,25.77278284,0,1,0,0,1,0,0,0,0,0
0,10000,41949,51684,15,0,0,84.123450947,0,12,31.267318776,0,0,1,1,0,0,0,0,0,0
0,10100,114590,215784,2,0,0,123.16918276,0,14,27.84508378,1,0,0,0,0,0,0,0,1,0
0,10100,45493,54605,21,0,1,234.59177844,0,18,36.594664037,1,0,0,0,0,0,0,1,0,0
0,10100,87942,106000,13,0,0,219.38527843,2,16,40.75164798,0,0,1,1,0,0,0,0,0,0
0,10100,32608,47377,9,0,0,67.38706567,0,3,35.690193036,1,0,0,1,0,0,0,0,0,0
0,10100,66393,85605,6,1,1,203.69956292,3,29,37.669305127,0,0,1,0,0,1,0,0,0,0
1,10100,73760.817199559,25300,8.9222681359045,1,0,122.3,1,5,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10100,68240,84067,8,0,0,131.40418009,0,35,28.443810481,0,0,1,0,0,0,1,0,0,0
0,10100,81263,98536,1,0,0,73.160447708,1,23,38.331255722,0,0,1,0,0,0,0,1,0,0
0,10100,137299,200339,0,0,0,66.357590464,2,23,35.2377013,0,0,1,0,0,0,0,0,1,0
0,10100,47426,68820,16,0,4,220.7609123,0,36,24.01951269,0,0,1,1,0,0,0,0,0,0
0,10100,57881,69554,29,0,3,189.92452243,1,24,34.61045543,1,0,0,1,0,0,0,0,0,0
1,10100,60200,74000,4,0,4,128.86666667,5,24,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10100,68820,78830,2,0,0,170.7224523,1,34,29.206752832,0,0,1,1,0,0,0,0,0,0
0,10100,73174,91101,14,0,0,77.117090664,0,8,25.042596687,0,0,1,0,0,1,0,0,0,0
0,10100,54873,73085,5,0,1,252.25289259,1,16,38.727417297,1,0,0,1,0,0,0,0,0,0
0,10100,49683,55728,0,0,0,91.095794879,0,20,37.133107539,0,0,1,1,0,0,0,0,0,0
0,10100,72136,89437,5,0,0,205.73712524,0,15,30.798763531,0,0,1,0,1,0,0,0,0,0
0,10100,55559,89231,16,1,0,175.55557129,0,29,26.900320998,1,0,0,1,0,0,0,0,0,0
0,10100,126358,180305,8,0,0,199.35052965,1,20,32.033628789,0,0,1,1,0,0,0,0,0,0
0,10100,58446,71145,4,0,1,244.62436764,1,15,38.117306388,1,0,0,1,0,0,0,0,0,0
0,10100,63283,82912,0,0,0,99.816258251,1,7,38.370539706,1,0,0,1,0,0,0,0,0,0
0,10100,55738,73266,5,0,0,85.635235028,1,14,24.534325065,0,0,1,0,0,1,0,0,0,0
0,10100,93085,110069,13,0,0,206.799179,3,16,40.569897059,0,0,1,1,0,0,0,0,0,0
0,10100,154005,175684,4,0,0,189.36630726,0,56,33.971221884,1,0,0,0,0,1,0,0,0,0
0,10100,73760.817199559,69451,8.9222681359045,0,0,179.766275186566,1,20,22.519685436,0,1,0,0,1,0,0,0,0,0
0,10200,44000,57000,0,1,0,191.73333333,2,13,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10200,9078,35261,8.9222681359045,0,0,179.766275186566,1,20,33.666454504,0,1,0,0,1,0,0,0,0,0
0,10200,102281,114277,15,0,0,263.2869775,0,16,36.827785946,0,1,0,0,0,1,0,0,0,0
0,10200,70882,98154,16,0,0,153.11813626,3,15,25.119955899,0,0,1,1,0,0,0,0,0,0
1,10200,69116,105228,12,0,8,122.84395119,0,36,36.122885906,1,0,0,0,0,0,0,0,1,0
0,10200,82630,99250,1,0,0,107.52855981,1,32,40.280974865,0,0,1,1,0,0,0,0,0,0
0,10200,55539,65357,5,0,0,190.94593081,1,17,28.640823727,0,0,1,0,0,0,0,1,0,0
0,10200,51108,68673,6,0,0,116.67936716,1,23,42.775643911,0,0,1,0,0,0,0,1,0,0
0,10200,59907,71580,14,0,0,237.94813719,2,32,36.400946661,0,0,1,0,0,0,0,0,1,0
0,10200,84196,91642,1,0,0,104.83507193,1,32,38.376112633,0,0,1,1,0,0,0,0,0,0
1,10200,52310,74117,13,0,3,118.69578554,2,23,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10200,77571,102732,6,0,0,100.62966346,0,34,37.361513569,1,0,0,0,0,0,0,0,1,0
0,10200,60180,72370,5,0,0,125.29486665,1,23,42.504613543,0,0,1,0,0,0,0,1,0,0
0,10200,71111,80385,4,1,2,170.28188255,2,29,38.62337208,0,0,1,0,0,1,0,0,0,0
0,10200,54900,79000,14,0,0,113.63333333,0,24,33.7799153487211,0,0,1,0,0,1,0,0,0,0
0,10200,8907,59814,7,2,0,364.43094738,1,22,16.064245381,1,0,0,1,0,0,0,0,0,0
0,10200,46140,56206,8,1,0,115.78062817,1,25,22.313705147,0,0,1,0,1,0,0,0,0,0
1,10200,48670,90444,8.9222681359045,1,1,89.355474878,1,7,39.15104729,1,0,0,1,0,0,0,0,0,0
0,10200,73157,83858,3,0,0,193.5089634,0,16,29.087994721,0,0,1,0,1,0,0,0,0,0
0,10200,78628,92090,10,1,0,164.31789635,6,21,38.721321606,0,0,1,1,0,0,0,0,0,0
0,10200,38223,60728,8.9222681359045,0,0,179.766275186566,1,20,35.347853825,0,0,1,0,0,0,0,1,0,0
0,10200,61179,69591,18,0,0,148.70447764,1,11,34.472204606,0,0,1,0,1,0,0,0,0,0
0,10200,34522,43076,9,0,0,92.907548338,0,3,36.845356693,1,0,0,1,0,0,0,0,0,0
1,10200,29581,39992,3,0,0,149.87462567,2,26,43.197242061,0,0,1,0,0,0,0,0,0,1
0,10200,16322,86505,8,0,0,259.16381964,0,14,21.253498139,0,0,1,1,0,0,0,0,0,0
0,10200,57142,72664,19,0,0,158.18580391,1,12,32.49748842,0,0,1,0,1,0,0,0,0,0
0,10200,80969,100937,9,0,0,168.74982105,4,21,39.698429807,0,0,1,1,0,0,0,0,0,0
0,10200,86400,113698,11,0,1,181.54292704,0,27,35.031650879,1,0,0,0,0,0,0,0,1,0
0,10200,65803,85155,15,0,0,218.48175459,0,36,36.182192009,1,0,0,1,0,0,0,0,0,0
0,10200,79257,105912,3,0,0,95.35537249,0,33,39.391365195,1,0,0,0,0,0,0,0,1,0
0,10200,73760.817199559,64377,8.9222681359045,0,0,347.24501311,0,6,37.774681559,1,0,0,1,0,0,0,0,0,0
0,10300,61000,75000,12,0,0,251.53333333,4,37,33.7799153487211,0,0,1,0,0,1,0,0,0,0
1,10300,70147,122124,1,0,0,58.895685895,0,7,57.995018623,1,0,0,1,0,0,0,0,0,0
0,10300,54925,84078,2,0,1,189.69527288,0,13,29.133697408,1,0,0,1,0,0,0,0,0,0
0,10300,51787,86200,17,0,0,203.73276258,0,16,34.435246045,1,0,0,1,0,0,0,0,0,0
0,10300,79243,89840,16,0,0,87.825346176,0,9,24.479373218,0,0,1,0,0,1,0,0,0,0
0,10300,73760.817199559,69085,8.9222681359045,0,0,380.27804051,0,7,36.739820219,1,0,0,1,0,0,0,0,0,0
0,10300,46609,63812,1,0,0,184.78841632,2,13,29.140031372,0,0,1,1,0,0,0,0,0,0
0,10300,58572,75946,5,0,0,85.010052857,2,14,27.769438937,0,0,1,0,0,1,0,0,0,0
0,10300,73760.817199559,50548,5,0,0,165.55319924,1,9,23.886330813,1,0,0,0,0,0,0,1,0,0
0,10300,50714,56088,1,0,0,163.08914819,1,21,37.973055369,0,0,1,0,0,1,0,0,0,0
0,10300,65382,73817,1,0,0,190.64814501,1,17,34.192891589,0,0,1,1,0,0,0,0,0,0
0,10300,74624,96697,7,0,0,217.23532123,3,28,41.511300788,0,0,1,0,0,1,0,0,0,0
0,10300,75483,99345,3,0,0,133.79051006,0,25,34.887236085,0,0,1,0,0,0,0,0,1,0
0,10300,45275,62724,11,0,1,109.32463871,3,34,37.291824994,1,0,0,1,0,0,0,0,0,0
0,10300,57676,71027,19,0,0,157.51963708,1,11,33.992366066,0,0,1,0,1,0,0,0,0,0
0,10300,59340,84708,13,0,0,222.36488939,1,36,34.925984254,1,0,0,1,0,0,0,0,0,0
0,10300,82889,97189,2,0,0,82.507446213,2,24,39.53698719,0,0,1,0,0,0,0,1,0,0
0,10300,56127,72294,28,1,3,184.34575081,0,24,34.634235614,1,0,0,1,0,0,0,0,0,0
0,10300,65876,80064,3,0,0,220.82597888,0,15,30.633131002,0,0,1,0,1,0,0,0,0,0
0,10300,57902,74355,4,0,0,243.6309162,1,16,36.574441888,1,0,0,1,0,0,0,0,0,0
1,10300,39893,55000,1.5,0,1,99.433333333,2,32,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10300,73760.817199559,51053,10,1,0,306.99220543,2,12,34.483878415,1,0,0,1,0,0,0,0,0,0
0,10300,44941,60694,2,0,0,85.681205116,0,20,39.53639781,0,0,1,1,0,0,0,0,0,0
0,10400,63505,75811,3,0,0,182.0920717,2,17,33.690785641,0,0,1,1,0,0,0,0,0,0
0,10400,66044,83531,12,0,0,241.51415322,0,31,45.569842652,1,0,0,0,0,1,0,0,0,0
0,10400,62442,73197,8,0,0,47.610677633,1,24,38.88482776,0,0,1,0,0,0,0,0,1,0
0,10400,63626,79477,12,0,0,260.79726222,0,27,27.942866028,0,1,0,1,0,0,0,0,0,0
0,10400,56610,86831,19,0,0,190.08482952,0,28,24.602658554,1,0,0,1,0,0,0,0,0,0
0,10400,21235,40116,3,0,0,179.766275186566,1,20,36.905414314,0,0,1,1,0,0,0,0,0,0
0,10400,64904,76767,11,0,0,245.01801188,4,37,41.423844135,0,0,1,0,0,1,0,0,0,0
0,10400,64336,77564,4,2,3,188.78007609,2,30,39.699980465,0,0,1,0,0,1,0,0,0,0
0,10400,37233,52320,15,0,0,88.677328625,0,11,31.056436786,0,0,1,1,0,0,0,0,0,0
0,10400,57816,82047,3,0,1,176.65689456,0,12,30.674205288,1,0,0,1,0,0,0,0,0,0
1,10400,51200,76125,12,0,0,132.36666667,0,16,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10400,39821,54040,21,1,0,231.60541135,1,18,36.439736731,1,0,0,0,0,0,0,1,0,0
0,10400,78320,100017,10,0,0,167.42253971,4,21,41.974878281,0,0,1,1,0,0,0,0,0,0
1,10400,42714,72322,12,0,0,105.07480159,6,15,41.262353472,0,0,1,1,0,0,0,0,0,0
0,10400,45710,55299,0,0,0,166.37415023,0,20,34.536411741,0,0,1,0,0,1,0,0,0,0
0,10400,11426,69294,20,0,1,396.92626454,1,11,20.291988939,0,0,1,0,0,0,0,0,1,0
0,10500,73760.817199559,53907,10,0,0,308.21326219,2,13,34.408948419,1,0,0,1,0,0,0,0,0,0
0,10500,60145,63268,4,0,0,122.49607792,0,34,36.736870753,1,0,0,1,0,0,0,0,0,0
0,10500,64295,73594,19,0,0,157.24655028,0,11,33.556312248,0,0,1,0,1,0,0,0,0,0
0,10500,154434,179486,5,0,0,182.35389999,1,55,34.983459334,1,0,0,0,0,1,0,0,0,0
0,10500,64331,65040,4,0,0,66.541057817,1,20,42.332124341,1,0,0,1,0,0,0,0,0,0
0,10500,73760.817199559,73388,8.9222681359045,0,0,367.23086382,0,7,36.842174626,1,0,0,1,0,0,0,0,0,0
0,10500,13694,87580,8,0,0,258.55492784,0,14,20.260198049,0,0,1,1,0,0,0,0,0,0
0,10500,26000,39000,9,0,1,152.23333333,7,29,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10500,88829,114962,13,0,0,206.21222804,3,15,37.864946214,0,0,1,1,0,0,0,0,0,0
0,10500,53537,66674,4,0,0,83.503094799,2,11,37.098413449,0,0,1,0,0,1,0,0,0,0
0,10500,41467,58329,2,0,0,187.71348615,0,22,27.86112392,0,0,1,0,0,0,0,1,0,0
1,10500,57880,66802,2,0,0,94.598425262,8,21,45.464765837,0,0,1,1,0,0,0,0,0,0
0,10500,63130,71387,3,0,2,305.55692802,0,10,32.177916696,0,0,1,1,0,0,0,0,0,0
0,10500,57372,67960,1.5,0,0,158.26666667,2,35,33.7799153487211,0,0,1,0,0,0,0,0,1,0
1,10500,73760.817199559,18600,24,0,0,179.766275186566,1,20,33.7799153487211,1,0,0,1,0,0,0,0,0,0
0,10500,74000,89000,6,0,0,138.03333333,2,27,33.7799153487211,0,0,1,0,0,0,0,1,0,0
1,10500,41500,56247,8,0,1,70.033333333,2,24,33.7799153487211,0,0,1,1,0,0,0,0,0,0
0,10500,30922,57682,30,0,0,241.46041263,0,19,23.237035018,0,1,0,1,0,0,0,0,0,0
0,10500,69656,88198,15,0,0,97.319406172,0,8,27.322396546,0,0,1,0,0,1,0,0,0,0
1,10500,89000,268000,8.9222681359045,4,0,120.8,2,15,33.7799153487211,1,0,0,0,0,0,0,0,1,0
0,10500,42003,53754,16,0,0,84.551104187,0,12,32.342959321,0,0,1,1,0,0,0,0,0,0
0,10500,76729,102287,5,0,0,89.062698773,1,33,38.447658863,1,0,0,0,0,0,0,0,1,0
0,10500,74814,98132,8,0,0,164.3308981,0,34,32.375149102,1,0,0,0,0,0,0,0,1,0
1,10500,55267,65160,1,0,0,108.27542318,8,22,47.079285365,0,0,1,1,0,0,0,0,0,0
0,10500,47483,53877,9,0,0,117.05239472,0,26,21.446281709,0,0,1,0,1,0,0,0,0,0
0,10500,34044,55784,10,0,0,245.1308598,1,32,36.350329432,0,0,1,1,0,0,0,0,0,0
0,10500,12630,32220,8.9222681359045,0,0,179.766275186566,1,20,34.345859886,0,1,0,0,1,0,0,0,0,0
0,10500,27180,86978,22,0,0,230.72115441,0,10,25.753010226,1,0,0,0,0,0,0,0,1,0
0,10600,47701,66500,10,0,0,103.01428965,0,23,37.310006097,0,0,1,1,0,0,0,0,0,0
0,10600,37742,64334,8.9222681359045,0,0,179.766275186566,1,20,37.541257884,0,0,1,0,0,0,0,1,0,0
0,10600,80386,106526,1,0,0,64.066735538,1,19,34.104697064,1,0,0,0,0,0,0,0,1,0
0,10600,31216,44716,8,0,1,149.19464754,6,29,37.88226039,0,0,1,1,0,0,0,0,0,0
0,10600,82894,124359,7,0,0,179.766275186566,1,20,40.325885318,1,0,0,1,0,0,0,0,0,0
0,10600,54344,92742,19,0,0,171.20507901,0,28,24.553206166,1,0,0,1,0,0,0,0,0,0
0,10600,39061,50225,15,0,0,77.114285108,0,12,32.587465652,0,0,1,1,0,0,0,0,0,0
1,10600,61294,82646,5,0,4,87.859169291,2,13,36.395148149,0,0,1,0,0,0,0,0,1,0
0,10600,46589,64559,8,0,0,85.230876487,2,33,40.451392536,1,0,0,1,0,0,0,0,0,0
0,10600,28264,86546,20,0,0,244.14050903,0,11,24.20235008,1,0,0,0,0,0,0,0,1,0
0,10600,44696,57686,0,0,0,170.34097406,0,20,37.792555026,0,0,1,0,0,1,0,0,0,0
0,10600,61513,73143,2,0,0,164.56765548,2,34,43.204953133,0,0,1,0,0,0,0,0,1,0
0,10600,82365,100272,3,1,0,122.48359427,0,26,33.651646949,0,0,1,0,0,0,0,0,1,0
0,10600,81151,200459,14,0,0,9.5341427099,1,7,21.223213992,1,0,0,0,0,0,0,0,0,1
0,10600,62909,81411,15,0,0,238.31447075,1,35,34.680381648,1,0,0,1,0,0,0,0,0,0
1,10600,53200,71000,2,0,0,224.23333333,5,39,33.7799153487211,0,0,1,0,0,0,0,0,1,0
1,10600,22000,35200,13,0,0,90.333333333,5,14,33.7799153487211,0,0,1,0,0,0,0,1,0,0
0,10600,56814,66692,10,0,0,107.37405519,1,18,32.625687041,0,0,1,0,0,0,0,1,0,0
0,10600,136820,201820,2,0,0,68.353056056,1,22,38.0722099,0,0,1,0,0,0,0,0,1,0
0,10600,50662,62491,0,0,0,197.70926699,1,13,26.251888349,0,0,1,1,0,0,0,0,0,0
0,10600,43676,61576,6,0,0,84.839126053,1,10,30.868137501,0,0,1,1,0,0,0,0,0,0
0,10600,66590,77465,1,1,0,110.77162319,0,6,39.735785258,1,0,0,1,0,0,0,0,0,0
0,10600,46972,80147,12,3,0,244.23353012,2,29,32.656531297,1,0,0,0,0,1,0,0,0,0
0,10600,63245,82041,3,1,3,184.5725782,3,29,38.219034312,0,0,1,0,0,1,0,0,0,0
0,10600,73844,107640,3,0,0,92.979490511,0,34,37.319289307,1,0,0,0,0,0,0,0,1,0
0,10600,120137,137090,17,0,1,173.6904615,0,33,30.958905738,0,0,1,0,0,0,0,0,1,0
0,10600,80397,203341,14,0,0,11.963733283,1,7,18.732089739,1,0,0,0,0,0,0,0,0,1
0,10600,83217,101359,1,0,0,54.746622005,2,24,40.76038718,0,0,1,0,0,0,0,1,0,0
0,10600,27666,56218,3,0,0,249.85118993,0,10,39.528326336,1,0,0,1,0,0,0,0,0,0
0,10600,64546,84576,0,0,0,173.62528427,1,35,28.971803768,0,0,1,1,0,0,0,0,0,0
0,10600,48018,68963,2,0,0,186.7575926,1,16,30.655744344,0,0,1,0,0,0,0,1,0,0
0,10600,56352,75277,5,0,0,98.377278192,2,15,26.242394307,0,0,1,0,0,1,0,0,0,0
0,10600,72022,82238,5,1,2,181.76894044,3,30,39.594148271,0,0,1,0,0,1,0,0,0,0
0,10600,58701,67967,10,0,0,116.53228926,1,19,31.540218257,0,0,1,0,0,0,0,1,0,0
0,10700,85198,107044,0,0,0,66.758325469,0,19,36.846466819,1,0,0,0,0,0,0,0,1,0
0,10700,56197,79272,18,0,0,218.98166217,1,16,34.015359605,1,0,0,1,0,0,0,0,0,0
0,10700,126751,184554,8,0,0,225.87035215,0,19,34.13705457,0,0,1,1,0,0,0,0,0,0
0,10700,48322,64383,0,1,0,185.25673471,2,12,28.030801551,0,0,1,1,0,0,0,0,0,0
0,10700,83650,203720,11,0,0,13.588693962,1,8,19.587710546,1,0,0,0,0,0,0,0,0,1
0,10700,124330,176350,8,0,0,222.63433925,1,19,33.964777335,0,0,1,1,0,0,0,0,0,0
0,10700,55341,78062,3,0,1,192.59685455,0,12,28.828649308,1,0,0,1,0,0,0,0,0,0
1,10700,55043,68609,2,0,0,46.272175955,1,17,25.448844532,0,0,1,1,0,0,0,0,0,0
0,10700,73996,92766,15,0,1,102.14742858,0,9,25.3840627,0,0,1,0,0,1,0,0,0,0
